Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,85 years and over,1180
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,All ages,3667
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,35-44 years,19
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,45-54 years,70
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,55-64 years,253
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,65-74 years,553
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,75-84 years,900
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,85 years and over,2067
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,All ages,3868
08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Pennsylvania Total,All,All ages,7535
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,55-64 years,49
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,65-74 years,104
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,75-84 years,132
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,85 years and over,147
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,All ages,450
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,55-64 years,21
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,65-74 years,76
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,75-84 years,121
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,85 years and over,303
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,All ages,531
08/12/2020,02/01/2020,08/08/2020,Rhode Island,Unknown,All ages,
08/12/2020,02/01/2020,08/08/2020,Rhode Island Total,All,All ages,983
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,35-44 years,25
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,45-54 years,44
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,55-64 years,119
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,65-74 years,199
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,75-84 years,290
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,85 years and over,182
08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,All ages,869
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,45-54 years,27
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,55-64 years,104
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,65-74 years,202
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,75-84 years,219
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,85 years and over,266
08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,All ages,826
08/12/2020,02/01/2020,08/08/2020,South Carolina,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,South Carolina Total,All,All ages,1695
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,55-64 years,19
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,65-74 years,11
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,75-84 years,14
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,85 years and over,20
08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,All ages,81
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,55-64 years,10
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,65-74 years,11
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,75-84 years,10
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,85 years and over,32
08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,All ages,70
08/12/2020,02/01/2020,08/08/2020,South Dakota,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,South Dakota Total,All,All ages,151
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,35-44 years,24
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,45-54 years,38
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,55-64 years,114
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,65-74 years,142
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,75-84 years,194
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,85 years and over,106
08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,All ages,626
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,1-4 years,
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,45-54 years,24
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,55-64 years,52
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,65-74 years,105
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,75-84 years,126
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,85 years and over,128
08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,All ages,447
08/12/2020,02/01/2020,08/08/2020,Tennessee,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Tennessee Total,All,All ages,1073
08/12/2020,02/01/2020,08/08/2020,Texas,Male,Under 1 year,
08/12/2020,02/01/2020,08/08/2020,Texas,Male,1-4 years,
08/12/2020,02/01/2020,08/08/2020,Texas,Male,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Texas,Male,15-24 years,13
08/12/2020,02/01/2020,08/08/2020,Texas,Male,25-34 years,89
08/12/2020,02/01/2020,08/08/2020,Texas,Male,35-44 years,170
08/12/2020,02/01/2020,08/08/2020,Texas,Male,45-54 years,430
08/12/2020,02/01/2020,08/08/2020,Texas,Male,55-64 years,855
08/12/2020,02/01/2020,08/08/2020,Texas,Male,65-74 years,1227
08/12/2020,02/01/2020,08/08/2020,Texas,Male,75-84 years,1138
08/12/2020,02/01/2020,08/08/2020,Texas,Male,85 years and over,796
08/12/2020,02/01/2020,08/08/2020,Texas,Male,All ages,4724
08/12/2020,02/01/2020,08/08/2020,Texas,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Texas,Female,1-4 years,
08/12/2020,02/01/2020,08/08/2020,Texas,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Texas,Female,15-24 years,10
08/12/2020,02/01/2020,08/08/2020,Texas,Female,25-34 years,31
08/12/2020,02/01/2020,08/08/2020,Texas,Female,35-44 years,92
08/12/2020,02/01/2020,08/08/2020,Texas,Female,45-54 years,198
08/12/2020,02/01/2020,08/08/2020,Texas,Female,55-64 years,425
08/12/2020,02/01/2020,08/08/2020,Texas,Female,65-74 years,713
08/12/2020,02/01/2020,08/08/2020,Texas,Female,75-84 years,795
08/12/2020,02/01/2020,08/08/2020,Texas,Female,85 years and over,956
08/12/2020,02/01/2020,08/08/2020,Texas,Female,All ages,3222
08/12/2020,02/01/2020,08/08/2020,Texas,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Texas Total,All,All ages,7946
08/12/2020,02/01/2020,08/08/2020,Utah,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Utah,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Utah,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Utah,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Male,45-54 years,15
08/12/2020,02/01/2020,08/08/2020,Utah,Male,55-64 years,39
08/12/2020,02/01/2020,08/08/2020,Utah,Male,65-74 years,46
08/12/2020,02/01/2020,08/08/2020,Utah,Male,75-84 years,55
08/12/2020,02/01/2020,08/08/2020,Utah,Male,85 years and over,34
08/12/2020,02/01/2020,08/08/2020,Utah,Male,All ages,199
08/12/2020,02/01/2020,08/08/2020,Utah,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Utah,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Utah,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Utah,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Utah,Female,55-64 years,12
08/12/2020,02/01/2020,08/08/2020,Utah,Female,65-74 years,25
08/12/2020,02/01/2020,08/08/2020,Utah,Female,75-84 years,32
08/12/2020,02/01/2020,08/08/2020,Utah,Female,85 years and over,42
08/12/2020,02/01/2020,08/08/2020,Utah,Female,All ages,122
08/12/2020,02/01/2020,08/08/2020,Utah,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Utah Total,All,All ages,321
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,55-64 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,65-74 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,75-84 years,16
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,85 years and over,
08/12/2020,02/01/2020,08/08/2020,Vermont,Male,All ages,35
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,55-64 years,0
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,65-74 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,75-84 years,
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,85 years and over,10
08/12/2020,02/01/2020,08/08/2020,Vermont,Female,All ages,24
08/12/2020,02/01/2020,08/08/2020,Vermont,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Vermont Total,All,All ages,59
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,35-44 years,20
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,45-54 years,66
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,55-64 years,170
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,65-74 years,269
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,75-84 years,339
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,85 years and over,299
08/12/2020,02/01/2020,08/08/2020,Virginia,Male,All ages,1170
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,35-44 years,16
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,45-54 years,34
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,55-64 years,88
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,65-74 years,200
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,75-84 years,300
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,85 years and over,517
08/12/2020,02/01/2020,08/08/2020,Virginia,Female,All ages,1157
08/12/2020,02/01/2020,08/08/2020,Virginia,Unknown,All ages,
08/12/2020,02/01/2020,08/08/2020,Virginia Total,All,All ages,2328
08/12/2020,02/01/2020,08/08/2020,Washington,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Washington,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Washington,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Washington,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Washington,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Washington,Male,35-44 years,16
08/12/2020,02/01/2020,08/08/2020,Washington,Male,45-54 years,38
08/12/2020,02/01/2020,08/08/2020,Washington,Male,55-64 years,100
08/12/2020,02/01/2020,08/08/2020,Washington,Male,65-74 years,172
08/12/2020,02/01/2020,08/08/2020,Washington,Male,75-84 years,222
08/12/2020,02/01/2020,08/08/2020,Washington,Male,85 years and over,243
08/12/2020,02/01/2020,08/08/2020,Washington,Male,All ages,799
08/12/2020,02/01/2020,08/08/2020,Washington,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Washington,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Washington,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Washington,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Washington,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Washington,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Washington,Female,45-54 years,22
08/12/2020,02/01/2020,08/08/2020,Washington,Female,55-64 years,49
08/12/2020,02/01/2020,08/08/2020,Washington,Female,65-74 years,120
08/12/2020,02/01/2020,08/08/2020,Washington,Female,75-84 years,182
08/12/2020,02/01/2020,08/08/2020,Washington,Female,85 years and over,291
08/12/2020,02/01/2020,08/08/2020,Washington,Female,All ages,671
08/12/2020,02/01/2020,08/08/2020,Washington,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Washington Total,All,All ages,1470
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,55-64 years,
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,65-74 years,18
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,75-84 years,20
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,85 years and over,14
08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,All ages,59
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,45-54 years,0
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,55-64 years,
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,65-74 years,14
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,75-84 years,13
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,85 years and over,27
08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,All ages,57
08/12/2020,02/01/2020,08/08/2020,West Virginia,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,West Virginia Total,All,All ages,116
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,35-44 years,11
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,45-54 years,35
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,55-64 years,72
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,65-74 years,128
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,75-84 years,131
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,85 years and over,126
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,All ages,510
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,15-24 years,
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,45-54 years,14
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,55-64 years,47
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,65-74 years,83
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,75-84 years,112
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,85 years and over,168
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,All ages,436
08/12/2020,02/01/2020,08/08/2020,Wisconsin,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Wisconsin Total,All,All ages,946
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,25-34 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,55-64 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,65-74 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,75-84 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,85 years and over,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,All ages,12
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,35-44 years,0
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,55-64 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,65-74 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,75-84 years,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,85 years and over,
08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,All ages,14
08/12/2020,02/01/2020,08/08/2020,Wyoming,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Wyoming Total,All,All ages,26
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,5-14 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,45-54 years,15
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,55-64 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,65-74 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,75-84 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,85 years and over,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,All ages,23
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,Under 1 year,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,1-4 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,5-14 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,15-24 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,25-34 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,35-44 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,45-54 years,
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,55-64 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,65-74 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,75-84 years,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,85 years and over,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,All ages,11
08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Unknown,All ages,0
08/12/2020,02/01/2020,08/08/2020,Puerto Rico Total,All,All ages,34