,State,Sex,Age group,COVID-19 Deaths,Age
594,Nebraska,Male,Under 1 year,0.0,0.5
595,Nebraska,Male,1-4 years,0.0,2.5
596,Nebraska,Male,5-14 years,0.0,10
597,Nebraska,Male,15-24 years,0.0,20
598,Nebraska,Male,25-34 years,,30
599,Nebraska,Male,35-44 years,,40
600,Nebraska,Male,45-54 years,14.0,50
601,Nebraska,Male,55-64 years,28.0,60
602,Nebraska,Male,65-74 years,46.0,70
603,Nebraska,Male,75-84 years,43.0,80
604,Nebraska,Male,85 years and over,34.0,90
605,Nebraska,Female,Under 1 year,0.0,0.5
606,Nebraska,Female,1-4 years,0.0,2.5
607,Nebraska,Female,5-14 years,0.0,10
608,Nebraska,Female,15-24 years,0.0,20
609,Nebraska,Female,25-34 years,,30
610,Nebraska,Female,35-44 years,,40
611,Nebraska,Female,45-54 years,,50
612,Nebraska,Female,55-64 years,21.0,60
613,Nebraska,Female,65-74 years,26.0,70
614,Nebraska,Female,75-84 years,39.0,80
615,Nebraska,Female,85 years and over,54.0,90
616,Nevada,Male,Under 1 year,0.0,0.5
617,Nevada,Male,1-4 years,0.0,2.5
618,Nevada,Male,5-14 years,,10
619,Nevada,Male,15-24 years,,20
620,Nevada,Male,25-34 years,,30
621,Nevada,Male,35-44 years,14.0,40
622,Nevada,Male,45-54 years,56.0,50
623,Nevada,Male,55-64 years,64.0,60
624,Nevada,Male,65-74 years,133.0,70
625,Nevada,Male,75-84 years,151.0,80
626,Nevada,Male,85 years and over,81.0,90
627,Nevada,Female,Under 1 year,0.0,0.5
628,Nevada,Female,1-4 years,0.0,2.5
629,Nevada,Female,5-14 years,0.0,10
630,Nevada,Female,15-24 years,0.0,20
631,Nevada,Female,25-34 years,,30
632,Nevada,Female,35-44 years,,40
633,Nevada,Female,45-54 years,18.0,50
634,Nevada,Female,55-64 years,42.0,60
635,Nevada,Female,65-74 years,80.0,70
636,Nevada,Female,75-84 years,102.0,80
637,Nevada,Female,85 years and over,68.0,90
638,New Hampshire,Male,Under 1 year,0.0,0.5
639,New Hampshire,Male,1-4 years,0.0,2.5
640,New Hampshire,Male,5-14 years,0.0,10
641,New Hampshire,Male,15-24 years,,20
642,New Hampshire,Male,25-34 years,0.0,30
643,New Hampshire,Male,35-44 years,,40
644,New Hampshire,Male,45-54 years,,50
645,New Hampshire,Male,55-64 years,14.0,60
646,New Hampshire,Male,65-74 years,34.0,70
647,New Hampshire,Male,75-84 years,63.0,80
648,New Hampshire,Male,85 years and over,77.0,90
649,New Hampshire,Female,Under 1 year,0.0,0.5
650,New Hampshire,Female,1-4 years,0.0,2.5
651,New Hampshire,Female,5-14 years,0.0,10
652,New Hampshire,Female,15-24 years,0.0,20
653,New Hampshire,Female,25-34 years,0.0,30
654,New Hampshire,Female,35-44 years,0.0,40
655,New Hampshire,Female,45-54 years,,50
656,New Hampshire,Female,55-64 years,,60
657,New Hampshire,Female,65-74 years,26.0,70
658,New Hampshire,Female,75-84 years,51.0,80
659,New Hampshire,Female,85 years and over,120.0,90
660,New Jersey,Male,Under 1 year,0.0,0.5
661,New Jersey,Male,1-4 years,0.0,2.5
662,New Jersey,Male,5-14 years,0.0,10
663,New Jersey,Male,15-24 years,11.0,20
664,New Jersey,Male,25-34 years,73.0,30
665,New Jersey,Male,35-44 years,198.0,40
666,New Jersey,Male,45-54 years,556.0,50
667,New Jersey,Male,55-64 years,1226.0,60
668,New Jersey,Male,65-74 years,1701.0,70
669,New Jersey,Male,75-84 years,1918.0,80
670,New Jersey,Male,85 years and over,1765.0,90
671,New Jersey,Female,Under 1 year,0.0,0.5
672,New Jersey,Female,1-4 years,,2.5
673,New Jersey,Female,5-14 years,0.0,10
674,New Jersey,Female,15-24 years,,20
675,New Jersey,Female,25-34 years,33.0,30
676,New Jersey,Female,35-44 years,66.0,40
677,New Jersey,Female,45-54 years,184.0,50
678,New Jersey,Female,55-64 years,563.0,60
679,New Jersey,Female,65-74 years,1007.0,70
680,New Jersey,Female,75-84 years,1711.0,80
681,New Jersey,Female,85 years and over,2976.0,90
682,New Mexico,Male,Under 1 year,0.0,0.5
683,New Mexico,Male,1-4 years,0.0,2.5
684,New Mexico,Male,5-14 years,0.0,10
685,New Mexico,Male,15-24 years,,20
686,New Mexico,Male,25-34 years,16.0,30
687,New Mexico,Male,35-44 years,18.0,40
688,New Mexico,Male,45-54 years,31.0,50
689,New Mexico,Male,55-64 years,48.0,60
690,New Mexico,Male,65-74 years,76.0,70
691,New Mexico,Male,75-84 years,59.0,80
692,New Mexico,Male,85 years and over,78.0,90
693,New Mexico,Female,Under 1 year,0.0,0.5
694,New Mexico,Female,1-4 years,0.0,2.5
695,New Mexico,Female,5-14 years,0.0,10
696,New Mexico,Female,15-24 years,0.0,20
697,New Mexico,Female,25-34 years,,30
698,New Mexico,Female,35-44 years,,40
699,New Mexico,Female,45-54 years,18.0,50
700,New Mexico,Female,55-64 years,39.0,60
701,New Mexico,Female,65-74 years,46.0,70
702,New Mexico,Female,75-84 years,81.0,80
703,New Mexico,Female,85 years and over,101.0,90
704,New York,Male,Under 1 year,0.0,0.5
705,New York,Male,1-4 years,0.0,2.5
706,New York,Male,5-14 years,,10
707,New York,Male,15-24 years,11.0,20
708,New York,Male,25-34 years,44.0,30
709,New York,Male,35-44 years,124.0,40
710,New York,Male,45-54 years,369.0,50
711,New York,Male,55-64 years,905.0,60
712,New York,Male,65-74 years,1450.0,70
713,New York,Male,75-84 years,1585.0,80
714,New York,Male,85 years and over,1516.0,90
715,New York,Female,Under 1 year,0.0,0.5
716,New York,Female,1-4 years,0.0,2.5
717,New York,Female,5-14 years,0.0,10
718,New York,Female,15-24 years,,20
719,New York,Female,25-34 years,19.0,30
720,New York,Female,35-44 years,51.0,40
721,New York,Female,45-54 years,130.0,50
722,New York,Female,55-64 years,434.0,60
723,New York,Female,65-74 years,819.0,70
724,New York,Female,75-84 years,1334.0,80
725,New York,Female,85 years and over,2587.0,90
726,New York City,Male,Under 1 year,,0.5
727,New York City,Male,1-4 years,,2.5
728,New York City,Male,5-14 years,,10
729,New York City,Male,15-24 years,23.0,20
730,New York City,Male,25-34 years,112.0,30
731,New York City,Male,35-44 years,396.0,40
732,New York City,Male,45-54 years,985.0,50
733,New York City,Male,55-64 years,2213.0,60
734,New York City,Male,65-74 years,3254.0,70
735,New York City,Male,75-84 years,3095.0,80
736,New York City,Male,85 years and over,2101.0,90
737,New York City,Female,Under 1 year,,0.5
738,New York City,Female,1-4 years,,2.5
739,New York City,Female,5-14 years,,10
740,New York City,Female,15-24 years,10.0,20
741,New York City,Female,25-34 years,55.0,30
742,New York City,Female,35-44 years,116.0,40
743,New York City,Female,45-54 years,391.0,50
744,New York City,Female,55-64 years,1053.0,60
745,New York City,Female,65-74 years,1753.0,70
746,New York City,Female,75-84 years,2278.0,80
747,New York City,Female,85 years and over,2724.0,90
748,North Carolina,Male,Under 1 year,0.0,0.5
749,North Carolina,Male,1-4 years,0.0,2.5
750,North Carolina,Male,5-14 years,0.0,10
751,North Carolina,Male,15-24 years,,20
752,North Carolina,Male,25-34 years,,30
753,North Carolina,Male,35-44 years,24.0,40
754,North Carolina,Male,45-54 years,57.0,50
755,North Carolina,Male,55-64 years,111.0,60
756,North Carolina,Male,65-74 years,176.0,70
757,North Carolina,Male,75-84 years,223.0,80
758,North Carolina,Male,85 years and over,181.0,90
759,North Carolina,Female,Under 1 year,0.0,0.5
760,North Carolina,Female,1-4 years,0.0,2.5
761,North Carolina,Female,5-14 years,0.0,10
762,North Carolina,Female,15-24 years,0.0,20
763,North Carolina,Female,25-34 years,,30
764,North Carolina,Female,35-44 years,,40
765,North Carolina,Female,45-54 years,31.0,50
766,North Carolina,Female,55-64 years,49.0,60
767,North Carolina,Female,65-74 years,125.0,70
768,North Carolina,Female,75-84 years,190.0,80
769,North Carolina,Female,85 years and over,266.0,90
770,North Dakota,Male,Under 1 year,0.0,0.5
771,North Dakota,Male,1-4 years,0.0,2.5
772,North Dakota,Male,5-14 years,0.0,10
773,North Dakota,Male,15-24 years,0.0,20
774,North Dakota,Male,25-34 years,0.0,30
775,North Dakota,Male,35-44 years,,40
776,North Dakota,Male,45-54 years,,50
777,North Dakota,Male,55-64 years,12.0,60
778,North Dakota,Male,65-74 years,12.0,70
779,North Dakota,Male,75-84 years,16.0,80
780,North Dakota,Male,85 years and over,23.0,90
781,North Dakota,Female,Under 1 year,0.0,0.5
782,North Dakota,Female,1-4 years,0.0,2.5
783,North Dakota,Female,5-14 years,0.0,10
784,North Dakota,Female,15-24 years,0.0,20
785,North Dakota,Female,25-34 years,0.0,30
786,North Dakota,Female,35-44 years,0.0,40
787,North Dakota,Female,45-54 years,,50
788,North Dakota,Female,55-64 years,,60
789,North Dakota,Female,65-74 years,,70
790,North Dakota,Female,75-84 years,20.0,80
791,North Dakota,Female,85 years and over,29.0,90
792,Ohio,Male,Under 1 year,0.0,0.5
793,Ohio,Male,1-4 years,0.0,2.5
794,Ohio,Male,5-14 years,0.0,10
795,Ohio,Male,15-24 years,,20
796,Ohio,Male,25-34 years,,30
797,Ohio,Male,35-44 years,26.0,40
798,Ohio,Male,45-54 years,62.0,50
799,Ohio,Male,55-64 years,202.0,60
800,Ohio,Male,65-74 years,402.0,70
801,Ohio,Male,75-84 years,450.0,80
802,Ohio,Male,85 years and over,435.0,90
803,Ohio,Female,Under 1 year,0.0,0.5
804,Ohio,Female,1-4 years,0.0,2.5
805,Ohio,Female,5-14 years,0.0,10
806,Ohio,Female,15-24 years,,20
807,Ohio,Female,25-34 years,,30
808,Ohio,Female,35-44 years,10.0,40
809,Ohio,Female,45-54 years,29.0,50
810,Ohio,Female,55-64 years,106.0,60
811,Ohio,Female,65-74 years,227.0,70
812,Ohio,Female,75-84 years,436.0,80
813,Ohio,Female,85 years and over,651.0,90
814,Oklahoma,Male,Under 1 year,,0.5
815,Oklahoma,Male,1-4 years,0.0,2.5
816,Oklahoma,Male,5-14 years,0.0,10
817,Oklahoma,Male,15-24 years,,20
818,Oklahoma,Male,25-34 years,,30
819,Oklahoma,Male,35-44 years,,40
820,Oklahoma,Male,45-54 years,12.0,50
821,Oklahoma,Male,55-64 years,45.0,60
822,Oklahoma,Male,65-74 years,78.0,70
823,Oklahoma,Male,75-84 years,82.0,80
824,Oklahoma,Male,85 years and over,71.0,90
825,Oklahoma,Female,Under 1 year,0.0,0.5
826,Oklahoma,Female,1-4 years,0.0,2.5
827,Oklahoma,Female,5-14 years,,10
828,Oklahoma,Female,15-24 years,0.0,20
829,Oklahoma,Female,25-34 years,,30
830,Oklahoma,Female,35-44 years,,40
831,Oklahoma,Female,45-54 years,,50
832,Oklahoma,Female,55-64 years,31.0,60
833,Oklahoma,Female,65-74 years,64.0,70
834,Oklahoma,Female,75-84 years,53.0,80
835,Oklahoma,Female,85 years and over,88.0,90
836,Oregon,Male,Under 1 year,0.0,0.5
837,Oregon,Male,1-4 years,0.0,2.5
838,Oregon,Male,5-14 years,0.0,10
839,Oregon,Male,15-24 years,0.0,20
840,Oregon,Male,25-34 years,,30
841,Oregon,Male,35-44 years,,40
842,Oregon,Male,45-54 years,10.0,50
843,Oregon,Male,55-64 years,24.0,60
844,Oregon,Male,65-74 years,46.0,70
845,Oregon,Male,75-84 years,48.0,80
846,Oregon,Male,85 years and over,50.0,90
847,Oregon,Female,Under 1 year,0.0,0.5
848,Oregon,Female,1-4 years,0.0,2.5
849,Oregon,Female,5-14 years,0.0,10
850,Oregon,Female,15-24 years,0.0,20
851,Oregon,Female,25-34 years,,30
852,Oregon,Female,35-44 years,,40
853,Oregon,Female,45-54 years,,50
854,Oregon,Female,55-64 years,12.0,60
855,Oregon,Female,65-74 years,25.0,70
856,Oregon,Female,75-84 years,35.0,80
857,Oregon,Female,85 years and over,63.0,90
858,Pennsylvania,Male,Under 1 year,0.0,0.5
859,Pennsylvania,Male,1-4 years,0.0,2.5
860,Pennsylvania,Male,5-14 years,0.0,10
861,Pennsylvania,Male,15-24 years,,20
862,Pennsylvania,Male,25-34 years,18.0,30
863,Pennsylvania,Male,35-44 years,41.0,40
864,Pennsylvania,Male,45-54 years,163.0,50
865,Pennsylvania,Male,55-64 years,434.0,60
866,Pennsylvania,Male,65-74 years,791.0,70
867,Pennsylvania,Male,75-84 years,1034.0,80
868,Pennsylvania,Male,85 years and over,1180.0,90
869,Pennsylvania,Female,Under 1 year,0.0,0.5
870,Pennsylvania,Female,1-4 years,0.0,2.5
871,Pennsylvania,Female,5-14 years,0.0,10
872,Pennsylvania,Female,15-24 years,,20
873,Pennsylvania,Female,25-34 years,,30
874,Pennsylvania,Female,35-44 years,19.0,40
875,Pennsylvania,Female,45-54 years,70.0,50
876,Pennsylvania,Female,55-64 years,253.0,60
877,Pennsylvania,Female,65-74 years,553.0,70
878,Pennsylvania,Female,75-84 years,900.0,80
879,Pennsylvania,Female,85 years and over,2067.0,90
880,Rhode Island,Male,Under 1 year,0.0,0.5
881,Rhode Island,Male,1-4 years,0.0,2.5
882,Rhode Island,Male,5-14 years,0.0,10
883,Rhode Island,Male,15-24 years,0.0,20
884,Rhode Island,Male,25-34 years,,30
885,Rhode Island,Male,35-44 years,,40
886,Rhode Island,Male,45-54 years,,50
887,Rhode Island,Male,55-64 years,49.0,60
888,Rhode Island,Male,65-74 years,104.0,70
889,Rhode Island,Male,75-84 years,132.0,80
890,Rhode Island,Male,85 years and over,147.0,90
891,Rhode Island,Female,Under 1 year,0.0,0.5
892,Rhode Island,Female,1-4 years,0.0,2.5
893,Rhode Island,Female,5-14 years,,10
894,Rhode Island,Female,15-24 years,0.0,20
895,Rhode Island,Female,25-34 years,,30
896,Rhode Island,Female,35-44 years,,40
897,Rhode Island,Female,45-54 years,,50
898,Rhode Island,Female,55-64 years,21.0,60
899,Rhode Island,Female,65-74 years,76.0,70
900,Rhode Island,Female,75-84 years,121.0,80
901,Rhode Island,Female,85 years and over,303.0,90
902,South Carolina,Male,Under 1 year,,0.5
903,South Carolina,Male,1-4 years,0.0,2.5
904,South Carolina,Male,5-14 years,0.0,10
905,South Carolina,Male,15-24 years,,20
906,South Carolina,Male,25-34 years,,30
907,South Carolina,Male,35-44 years,25.0,40
908,South Carolina,Male,45-54 years,44.0,50
909,South Carolina,Male,55-64 years,119.0,60
910,South Carolina,Male,65-74 years,199.0,70
911,South Carolina,Male,75-84 years,290.0,80
912,South Carolina,Male,85 years and over,182.0,90
913,South Carolina,Female,Under 1 year,0.0,0.5
914,South Carolina,Female,1-4 years,0.0,2.5
915,South Carolina,Female,5-14 years,0.0,10
916,South Carolina,Female,15-24 years,,20
917,South Carolina,Female,25-34 years,,30
918,South Carolina,Female,35-44 years,,40
919,South Carolina,Female,45-54 years,27.0,50
920,South Carolina,Female,55-64 years,104.0,60
921,South Carolina,Female,65-74 years,202.0,70
922,South Carolina,Female,75-84 years,219.0,80
923,South Carolina,Female,85 years and over,266.0,90
924,South Dakota,Male,Under 1 year,0.0,0.5
925,South Dakota,Male,1-4 years,0.0,2.5
926,South Dakota,Male,5-14 years,0.0,10
927,South Dakota,Male,15-24 years,0.0,20
928,South Dakota,Male,25-34 years,,30
929,South Dakota,Male,35-44 years,,40
930,South Dakota,Male,45-54 years,,50
931,South Dakota,Male,55-64 years,19.0,60
932,South Dakota,Male,65-74 years,11.0,70
933,South Dakota,Male,75-84 years,14.0,80
934,South Dakota,Male,85 years and over,20.0,90
935,South Dakota,Female,Under 1 year,0.0,0.5
936,South Dakota,Female,1-4 years,0.0,2.5
937,South Dakota,Female,5-14 years,0.0,10
938,South Dakota,Female,15-24 years,,20
939,South Dakota,Female,25-34 years,0.0,30
940,South Dakota,Female,35-44 years,0.0,40
941,South Dakota,Female,45-54 years,,50
942,South Dakota,Female,55-64 years,10.0,60
943,South Dakota,Female,65-74 years,11.0,70
944,South Dakota,Female,75-84 years,10.0,80
945,South Dakota,Female,85 years and over,32.0,90
946,Tennessee,Male,Under 1 year,,0.5
947,Tennessee,Male,1-4 years,0.0,2.5
948,Tennessee,Male,5-14 years,0.0,10
949,Tennessee,Male,15-24 years,0.0,20
950,Tennessee,Male,25-34 years,,30
951,Tennessee,Male,35-44 years,24.0,40
952,Tennessee,Male,45-54 years,38.0,50
953,Tennessee,Male,55-64 years,114.0,60
954,Tennessee,Male,65-74 years,142.0,70
955,Tennessee,Male,75-84 years,194.0,80
956,Tennessee,Male,85 years and over,106.0,90
957,Tennessee,Female,Under 1 year,0.0,0.5
958,Tennessee,Female,1-4 years,,2.5
959,Tennessee,Female,5-14 years,0.0,10
960,Tennessee,Female,15-24 years,0.0,20
961,Tennessee,Female,25-34 years,,30
962,Tennessee,Female,35-44 years,,40
963,Tennessee,Female,45-54 years,24.0,50
964,Tennessee,Female,55-64 years,52.0,60
965,Tennessee,Female,65-74 years,105.0,70
966,Tennessee,Female,75-84 years,126.0,80
967,Tennessee,Female,85 years and over,128.0,90
968,Texas,Male,Under 1 year,,0.5
969,Texas,Male,1-4 years,,2.5
970,Texas,Male,5-14 years,,10
971,Texas,Male,15-24 years,13.0,20
972,Texas,Male,25-34 years,89.0,30
973,Texas,Male,35-44 years,170.0,40
974,Texas,Male,45-54 years,430.0,50
975,Texas,Male,55-64 years,855.0,60
976,Texas,Male,65-74 years,1227.0,70
977,Texas,Male,75-84 years,1138.0,80
978,Texas,Male,85 years and over,796.0,90
979,Texas,Female,Under 1 year,0.0,0.5
980,Texas,Female,1-4 years,,2.5
981,Texas,Female,5-14 years,,10
982,Texas,Female,15-24 years,10.0,20
983,Texas,Female,25-34 years,31.0,30
984,Texas,Female,35-44 years,92.0,40
985,Texas,Female,45-54 years,198.0,50
986,Texas,Female,55-64 years,425.0,60
987,Texas,Female,65-74 years,713.0,70
988,Texas,Female,75-84 years,795.0,80
989,Texas,Female,85 years and over,956.0,90
990,Utah,Male,Under 1 year,0.0,0.5
991,Utah,Male,1-4 years,0.0,2.5
992,Utah,Male,5-14 years,0.0,10
993,Utah,Male,15-24 years,,20
994,Utah,Male,25-34 years,,30
995,Utah,Male,35-44 years,,40
996,Utah,Male,45-54 years,15.0,50
997,Utah,Male,55-64 years,39.0,60
998,Utah,Male,65-74 years,46.0,70
999,Utah,Male,75-84 years,55.0,80
1000,Utah,Male,85 years and over,34.0,90
1001,Utah,Female,Under 1 year,0.0,0.5
1002,Utah,Female,1-4 years,0.0,2.5
1003,Utah,Female,5-14 years,0.0,10
1004,Utah,Female,15-24 years,,20
1005,Utah,Female,25-34 years,,30
1006,Utah,Female,35-44 years,,40
1007,Utah,Female,45-54 years,,50
1008,Utah,Female,55-64 years,12.0,60
1009,Utah,Female,65-74 years,25.0,70
1010,Utah,Female,75-84 years,32.0,80
1011,Utah,Female,85 years and over,42.0,90
1012,Vermont,Male,Under 1 year,0.0,0.5
1013,Vermont,Male,1-4 years,0.0,2.5
1014,Vermont,Male,5-14 years,0.0,10
1015,Vermont,Male,15-24 years,0.0,20
1016,Vermont,Male,25-34 years,0.0,30
1017,Vermont,Male,35-44 years,,40
1018,Vermont,Male,45-54 years,,50
1019,Vermont,Male,55-64 years,,60
1020,Vermont,Male,65-74 years,,70
1021,Vermont,Male,75-84 years,16.0,80
1022,Vermont,Male,85 years and over,,90
1023,Vermont,Female,Under 1 year,0.0,0.5
1024,Vermont,Female,1-4 years,0.0,2.5
1025,Vermont,Female,5-14 years,0.0,10
1026,Vermont,Female,15-24 years,0.0,20
1027,Vermont,Female,25-34 years,0.0,30
1028,Vermont,Female,35-44 years,,40
1029,Vermont,Female,45-54 years,,50
1030,Vermont,Female,55-64 years,0.0,60
1031,Vermont,Female,65-74 years,,70
1032,Vermont,Female,75-84 years,,80
1033,Vermont,Female,85 years and over,10.0,90
1034,Virginia,Male,Under 1 year,0.0,0.5
1035,Virginia,Male,1-4 years,0.0,2.5
1036,Virginia,Male,5-14 years,0.0,10
1037,Virginia,Male,15-24 years,,20
1038,Virginia,Male,25-34 years,,30
1039,Virginia,Male,35-44 years,20.0,40
1040,Virginia,Male,45-54 years,66.0,50
1041,Virginia,Male,55-64 years,170.0,60
1042,Virginia,Male,65-74 years,269.0,70
1043,Virginia,Male,75-84 years,339.0,80
1044,Virginia,Male,85 years and over,299.0,90
1045,Virginia,Female,Under 1 year,0.0,0.5
1046,Virginia,Female,1-4 years,0.0,2.5
1047,Virginia,Female,5-14 years,0.0,10
1048,Virginia,Female,15-24 years,0.0,20
1049,Virginia,Female,25-34 years,,30
1050,Virginia,Female,35-44 years,16.0,40
1051,Virginia,Female,45-54 years,34.0,50
1052,Virginia,Female,55-64 years,88.0,60
1053,Virginia,Female,65-74 years,200.0,70
1054,Virginia,Female,75-84 years,300.0,80
1055,Virginia,Female,85 years and over,517.0,90
1056,Washington,Male,Under 1 year,0.0,0.5
1057,Washington,Male,1-4 years,0.0,2.5
1058,Washington,Male,5-14 years,0.0,10
1059,Washington,Male,15-24 years,,20
1060,Washington,Male,25-34 years,,30
1061,Washington,Male,35-44 years,16.0,40
1062,Washington,Male,45-54 years,38.0,50
1063,Washington,Male,55-64 years,100.0,60
1064,Washington,Male,65-74 years,172.0,70
1065,Washington,Male,75-84 years,222.0,80
1066,Washington,Male,85 years and over,243.0,90
1067,Washington,Female,Under 1 year,0.0,0.5
1068,Washington,Female,1-4 years,0.0,2.5
1069,Washington,Female,5-14 years,0.0,10
1070,Washington,Female,15-24 years,0.0,20
1071,Washington,Female,25-34 years,,30
1072,Washington,Female,35-44 years,,40
1073,Washington,Female,45-54 years,22.0,50
1074,Washington,Female,55-64 years,49.0,60
1075,Washington,Female,65-74 years,120.0,70
1076,Washington,Female,75-84 years,182.0,80
1077,Washington,Female,85 years and over,291.0,90
1078,West Virginia,Male,Under 1 year,0.0,0.5
1079,West Virginia,Male,1-4 years,0.0,2.5
1080,West Virginia,Male,5-14 years,0.0,10
1081,West Virginia,Male,15-24 years,0.0,20
1082,West Virginia,Male,25-34 years,,30
1083,West Virginia,Male,35-44 years,0.0,40
1084,West Virginia,Male,45-54 years,,50
1085,West Virginia,Male,55-64 years,,60
1086,West Virginia,Male,65-74 years,18.0,70
1087,West Virginia,Male,75-84 years,20.0,80
1088,West Virginia,Male,85 years and over,14.0,90
1089,West Virginia,Female,Under 1 year,0.0,0.5
1090,West Virginia,Female,1-4 years,0.0,2.5
1091,West Virginia,Female,5-14 years,0.0,10
1092,West Virginia,Female,15-24 years,0.0,20
1093,West Virginia,Female,25-34 years,,30
1094,West Virginia,Female,35-44 years,0.0,40
1095,West Virginia,Female,45-54 years,0.0,50
1096,West Virginia,Female,55-64 years,,60
1097,West Virginia,Female,65-74 years,14.0,70
1098,West Virginia,Female,75-84 years,13.0,80
1099,West Virginia,Female,85 years and over,27.0,90
1100,Wisconsin,Male,Under 1 year,0.0,0.5
1101,Wisconsin,Male,1-4 years,0.0,2.5
1102,Wisconsin,Male,5-14 years,0.0,10
1103,Wisconsin,Male,15-24 years,,20
1104,Wisconsin,Male,25-34 years,,30
1105,Wisconsin,Male,35-44 years,11.0,40
1106,Wisconsin,Male,45-54 years,35.0,50
1107,Wisconsin,Male,55-64 years,72.0,60
1108,Wisconsin,Male,65-74 years,128.0,70
1109,Wisconsin,Male,75-84 years,131.0,80
1110,Wisconsin,Male,85 years and over,126.0,90
1111,Wisconsin,Female,Under 1 year,0.0,0.5
1112,Wisconsin,Female,1-4 years,0.0,2.5
1113,Wisconsin,Female,5-14 years,0.0,10
1114,Wisconsin,Female,15-24 years,,20
1115,Wisconsin,Female,25-34 years,,30
1116,Wisconsin,Female,35-44 years,,40
1117,Wisconsin,Female,45-54 years,14.0,50
1118,Wisconsin,Female,55-64 years,47.0,60
1119,Wisconsin,Female,65-74 years,83.0,70
1120,Wisconsin,Female,75-84 years,112.0,80
1121,Wisconsin,Female,85 years and over,168.0,90
1122,Wyoming,Male,Under 1 year,0.0,0.5
1123,Wyoming,Male,1-4 years,0.0,2.5
1124,Wyoming,Male,5-14 years,0.0,10
1125,Wyoming,Male,15-24 years,0.0,20
1126,Wyoming,Male,25-34 years,0.0,30
1127,Wyoming,Male,35-44 years,0.0,40
1128,Wyoming,Male,45-54 years,,50
1129,Wyoming,Male,55-64 years,,60
1130,Wyoming,Male,65-74 years,,70
1131,Wyoming,Male,75-84 years,,80
1132,Wyoming,Male,85 years and over,,90
1133,Wyoming,Female,Under 1 year,0.0,0.5
1134,Wyoming,Female,1-4 years,0.0,2.5
1135,Wyoming,Female,5-14 years,0.0,10
1136,Wyoming,Female,15-24 years,0.0,20
1137,Wyoming,Female,25-34 years,,30
1138,Wyoming,Female,35-44 years,0.0,40
1139,Wyoming,Female,45-54 years,,50
1140,Wyoming,Female,55-64 years,,60
1141,Wyoming,Female,65-74 years,,70
1142,Wyoming,Female,75-84 years,,80
1143,Wyoming,Female,85 years and over,,90
1144,Puerto Rico,Male,Under 1 year,0.0,0.5
1145,Puerto Rico,Male,1-4 years,0.0,2.5
1146,Puerto Rico,Male,5-14 years,0.0,10
1147,Puerto Rico,Male,15-24 years,0.0,20
1148,Puerto Rico,Male,25-34 years,,30
1149,Puerto Rico,Male,35-44 years,,40
1150,Puerto Rico,Male,45-54 years,15.0,50
1151,Puerto Rico,Male,55-64 years,0.0,60
1152,Puerto Rico,Male,65-74 years,0.0,70
1153,Puerto Rico,Male,75-84 years,0.0,80
1154,Puerto Rico,Male,85 years and over,0.0,90
1155,Puerto Rico,Female,Under 1 year,0.0,0.5
1156,Puerto Rico,Female,1-4 years,0.0,2.5
1157,Puerto Rico,Female,5-14 years,,10
1158,Puerto Rico,Female,15-24 years,0.0,20
1159,Puerto Rico,Female,25-34 years,,30
1160,Puerto Rico,Female,35-44 years,,40
1161,Puerto Rico,Female,45-54 years,,50
1162,Puerto Rico,Female,55-64 years,0.0,60
1163,Puerto Rico,Female,65-74 years,0.0,70
1164,Puerto Rico,Female,75-84 years,0.0,80
1165,Puerto Rico,Female,85 years and over,0.0,90
