Date,Alabama,Wyoming,Wisconsin,West Virginia,Washington,Virginia,Vermont,Utah,Texas,Tennessee,South Dakota,South Carolina,Rhode island,Puerto Rico,Pennsylvania,Oregon,Oklahoma,Ohio,North Dakota,North Carolina,New York,New Mexico,New Jersey,New Hampshire,Nevada,Nebraska,Montana,Missouri,Mississippi,Minnesota,Michigan,Massachusetts,Maryland,Maine,lowa,Louisiana,Kentucky,Kansas,Indiana,Illinois,Idaho,Hawaii,Georgia,Florida,District of Columbia,Delaware,Connecticut,Colorado,California,Arkansas,Arizona,Alaska
2020-07-19,1287,25,844,100,1447,2027,56,243,4679,843,118,1155,990,178,7022,260,451,3174,92,1652,32516,571,15706,398,647,301,37,1136,1355,1581,1581,8431,3377,117,793,130996,670,309,2822,7488,119,24,3174,4982,578,523,4396,1752,7715,357,2761,18
2020-07-20,1291,24,846,100,1453,2031,56,247,4796,847,118,1164,995,180,7025,262,452,3189,93,1677,32527,578,15715,398,648,313,39,1138,1358,1585,1585,8433,3382,117,798,131469,671,312,2825,7494,122,24,3177,5072,579,523,4406,1758,7770,363,2784,18
2020-07-21,1303,25,859,101,1465,2048,56,251,4916,871,118,1221,996,180,7051,269,461,3219,94,1705,32539,588,15737,400,676,310,40,1148,1389,1588,1588,8450,3402,118,806,132527,674,316,2846,7517,126,24,3254,5206,580,525,4406,1763,7888,374,2918,18
2020-07-22,1364,25,865,101,1468,2051,56,260,5172,888,119,1285,997,185,7077,271,474,3235,96,1732,32582,591,15707,402,704,311,42,1159,1423,1592,1592,8468,3405,118,814,133672,677,321,2863,7540,135,25,3335,5345,580,527,4406,1771,8047,380,2974,19
2020-07-23,1397,25,878,102,1482,2054,56,267,5362,925,121,1334,1001,188,7093,273,477,3256,97,1756,32591,596,15730,405,709,316,43,1189,1436,1601,1601,8484,3409,118,820,134742,684,322,2880,7560,138,26,3361,5518,581,529,4410,1786,8201,386,3063,19
2020-07-24,1438,25,878,103,1495,2067,56,273,5523,938,122,1385,1002,191,7116,282,484,3297,99,1789,32602,601,15765,407,722,316,46,1195,1463,1606,1606,8498,3422,118,826,135832,691,330,2884,7577,144,26,3443,5653,581,578,4413,1790,8337,394,3143,19
2020-07-25,1456,25,891,103,1494,2075,56,274,5705,964,122,1465,1002,201,7124,285,496,3297,99,1811,32612,607,15776,409,732,316,46,1200,1478,1611,1611,8510,3433,119,826,136732,696,329,2895,7589,146,26,3494,5777,581,579,4413,1794,8408,399,3286,20
2020-07-26,1473,25,892,103,1501,2078,56,274,5798,967,123,1491,1002,201,7127,289,496,3307,99,1817,32629,614,15787,409,734,316,46,1209,1493,1614,1614,8529,3440,119,829,137154,700,331,2903,7590,146,26,3498,5854,581,579,4413,1794,8448,401,3305,20
2020-07-27,1491,25,893,104,1518,2082,56,281,6483,978,123,1506,1004,201,7131,289,496,3344,99,1838,32639,619,15804,409,739,317,47,1221,1498,1616,1616,8536,3447,119,836,138244,709,333,2906,7608,152,26,3509,5931,582,579,4418,1799,8494,408,3304,21
2020-07-28,1491,26,906,108,1548,2095,56,286,6753,999,123,1565,1005,209,7154,303,509,3382,100,1860,32653,626,15825,409,759,321,51,1232,1540,1620,1620,8551,3458,121,839,139569,719,340,2924,7638,160,26,3563,6117,583,580,4423,1807,8679,428,3408,22
2020-07-29,1538,26,911,111,1555,2125,56,292,7066,1020,129,1615,1007,211,7171,311,523,3422,102,1888,32654,632,15798,411,780,324,54,1239,1563,1629,1629,8580,3478,121,854,140920,724,349,2932,7654,173,26,3642,6333,584,581,4425,1822,8908,434,3454,22
2020-07-30,1565,26,919,112,1564,2141,57,300,7189,1033,129,1667,1007,214,7194,316,536,3442,103,1922,32672,635,15809,415,801,328,55,1255,1611,1634,1634,8580,3488,122,865,142058,731,357,2946,7670,177,26,3671,6586,584,581,4431,1822,9026,442,3626,23
2020-07-31,1580,26,934,116,1564,2174,57,304,7309,1060,130,1712,1007,219,7207,322,541,3489,103,1942,32675,642,15819,415,830,332,60,1265,1663,1640,1640,8609,3493,123,872,143269,735,358,2965,7692,188,26,3752,6843,585,585,4432,1838,9214,453,3694,23
2020-08-01,1603,26,947,116,1592,2215,57,310,7576,1067,134,1751,1007,225,7219,325,549,3515,103,1979,32684,651,15830,416,832,332,61,1276,1693,1646,1646,8626,3506,123,874,144377,740,358,2971,7700,197,26,3825,7022,585,585,4432,1844,9345,458,3747,24
2020-08-02,1627,26,948,117,1596,2218,57,311,7581,1073,135,1777,1007,230,7223,326,550,3529,105,1983,32697,654,15836,417,832,332,61,1276,1703,1654,1654,8638,3515,123,878,144719,742,361,2975,7714,197,26,3840,7084,586,585,4432,1844,9396,464,3765,24
2020-08-03,1633,27,949,117,1600,2218,57,314,7718,1092,135,1793,1010,230,7224,328,551,3539,105,2043,32697,655,15846,417,847,328,64,1279,1711,1656,1656,8648,3523,124,884,145216,744,367,2980,7723,200,26,3842,7157,586,585,4437,1844,9441,475,3779,25
2020-08-04,1666,27,961,124,1619,2244,57,321,7952,1117,136,1847,1011,237,7248,333,566,3570,107,2061,32703,658,15857,418,862,332,64,1290,1753,1660,1660,8657,3530,123,888,146562,751,368,2996,7742,210,27,3921,7402,587,587,4437,1849,9684,490,3845,25
2020-08-05,1695,27,970,124,1624,2274,57,327,8310,1144,137,1894,1012,246,7254,338,583,3596,108,2085,32736,667,15842,418,890,340,65,1297,1804,1670,1670,8659,3536,124,900,147882,752,372,3007,7770,217,27,3984,7627,587,587,4437,1851,9808,508,3932,25
2020-08-06,1714,27,978,124,1653,2299,58,330,8569,1186,141,1942,1014,258,7282,339,593,3618,109,2126,32741,669,15849,419,900,340,65,1302,1825,1677,1677,8691,3551,124,912,149051,760,378,3013,7791,223,29,4026,7747,587,587,4437,1852,10021,515,4002,25
2020-08-07,1735,28,990,127,1672,2317,58,335,8847,1206,144,1962,1014,265,7296,348,600,3652,110,2160,32744,675,15849,419,920,345,70,1324,1848,1681,1681,8709,3565,124,915,150213,764,379,3023,7822,229,31,4117,7927,589,588,4441,1857,10133,521,4081,25
2020-08-08,1755,28,996,131,1688,2322,58,335,9058,1215,146,2007,1014,274,7310,355,603,3668,112,2184,32753,681,15869,419,949,345,75,1327,1874,1689,1689,8721,3577,125,927,151293,772,380,3036,7840,235,31,4186,8109,590,590,4441,1857,10307,535,4137,26
2020-08-09,1768,28,998,139,1688,2326,58,336,9157,1223,146,2031,1014,279,7311,356,603,3669,112,2192,32755,685,15874,419,957,345,75,1334,1896,1698,1698,8735,3585,125,931,151749,773,380,3041,7845,237,31,4199,8186,591,591,4441,1858,10377,544,4150,26
2020-08-10,1797,28,998,141,1697,2327,58,345,9230,1233,146,2048,1015,279,7314,357,605,3673,113,2199,32764,690,15878,419,963,348,75,1341,1912,1701,1701,8741,3591,125,934,152239,775,386,3044,7846,239,34,4229,8277,591,591,4444,1862,10476,555,4154,26
2020-08-11,1847,29,1006,147,1716,2344,58,349,9222,1271,146,2098,1016,287,7343,368,618,3708,118,2238,32770,693,15890,419,981,351,77,1346,1944,1707,1707,8751,3604,126,946,153263,783,393,3069,7866,246,34,4351,8553,593,591,4444,1874,10523,566,4199,26
2020-08-12,1882,29,1011,153,1724,2352,58,351,9527,1289,147,2144,1018,295,7380,375,627,3734,120,2280,32778,695,15885,420,996,356,80,1354,1989,1724,1724,8769,3612,126,953,154715,790,397,3086,7881,246,38,4456,8765,593,592,4450,1875,10753,572,4347,27
2020-08-13,1890,30,1018,153,1736,2363,58,353,9771,1313,148,2184,1019,306,7395,383,638,3755,120,2287,32780,697,15893,422,1030,360,81,1356,2011,1731,1731,8790,3620,126,960,155717,796,403,3105,7905,251,40,4538,8913,594,593,4450,1882,10870,582,4383,27
2020-08-14,1893,30,1025,157,1755,2370,58,360,10078,1326,150,2204,1021,317,7434,385,644,3784,121,2313,32798,703,15903,423,1045,361,81,1365,2043,1739,1739,8810,3631,126,970,157015,804,404,3113,7932,265,40,4573,9141,594,593,4453,1888,11148,587,4423,27
2020-08-15,1896,30,1038,160,1766,2381,58,363,10268,1345,152,2260,1021,329,7451,386,657,3824,121,2343,32809,711,15910,423,1069,361,82,1378,2080,1705,1705,8826,3636,127,975,158027,810,406,3128,7937,269,40,4669,9345,597,593,4453,1896,11218,600,4492,28
2020-08-16,1898,30,1039,160,1781,2381,58,363,10396,1366,153,2269,1021,335,7453,388,661,3826,125,2347,32816,714,15912,423,1072,361,82,1383,2084,1752,1752,8838,3639,127,975,158515,810,406,3133,7955,269,40,4702,9452,597,593,4453,1896,11243,599,4506,28
2020-08-17,1925,30,1039,160,1785,2385,58,364,10447,1387,153,2288,1023,335,7453,388,665,3832,126,2348,32823,718,15916,423,1077,362,82,1415,2095,1758,1758,8842,3641,127,987,158942,818,406,3135,7967,273,40,4727,9539,597,593,4456,1896,11296,603,4506,28
2020-08-18,1936,30,1039,162,1808,2396,58,369,10678,1424,154,2343,1024,346,7474,397,679,3866,128,2396,32835,723,15925,424,1102,369,84,1425,2127,1767,1767,8848,3650,127,1002,160218,830,411,3165,7994,282,41,4794,9758,599,593,4456,1899,11504,619,4529,29
2020-08-19,1944,34,1060,166,1822,2410,58,377,10934,1452,155,2360,1027,356,7508,408,699,3907,130,2431,32840,729,15926,427,1134,371,84,1434,2163,1784,1784,8876,3661,127,1010,161502,842,415,3180,8017,289,42,4849,9932,600,595,4457,1900,11690,631,4634,29
2020-08-20,1974,34,1067,167,1837,2427,58,381,11174,1488,157,2401,1028,367,7520,412,709,3929,130,2465,32837,734,15932,428,1172,373,89,1442,2190,1791,1791,8888,3669,128,1016,162532,856,419,3191,8044,296,45,4904,10049,601,595,4458,1903,11810,641,4684,29
2020-08-21,1996,37,1068,171,1850,2436,58,383,11415,1549,159,2459,1030,374,7537,414,715,3955,132,2494,32833,739,15941,428,1185,376,89,1445,2214,1799,1799,8901,3674,129,1029,163580,864,426,3208,8066,305,46,4998,10168,602,600,4460,1910,11946,663,4688,30
2020-08-22,2011,37,1081,177,1857,2443,58,385,11578,1563,160,2493,1030,381,7555,417,725,3975,135,2521,32839,743,15943,429,1197,376,90,1451,2237,1807,1807,8921,3685,130,1033,164541,872,426,3218,8083,306,47,5092,10274,604,600,4460,1918,12131,674,4756,31
2020-08-23,2013,37,1081,179,1863,2467,58,385,11696,1567,161,2504,1030,390,7557,417,726,3978,136,2531,32851,745,15946,429,1197,378,90,1453,2240,1813,1813,8921,3691,131,1037,164928,872,426,3220,8089,307,47,5132,10325,604,600,4460,1918,12153,687,4771,32
2020-08-24,2024,37,1081,179,1867,2471,58,390,11742,1588,161,2511,1035,390,7557,420,730,3986,137,2535,32852,749,15946,429,1200,383,91,1453,2248,1817,1817,8949,3694,131,1047,165344,884,429,3225,8097,314,49,5156,10397,604,604,4460,1919,12235,696,4771,32
2020-08-25,2037,37,1094,187,1876,2494,58,397,11935,1628,161,2529,1039,395,7582,428,744,3996,138,2570,32881,752,15953,429,1230,383,97,1470,2315,1825,1825,8961,3707,131,1059,166528,895,430,3241,8126,326,49,5262,10580,604,603,4463,1926,12382,711,4792,36
2020-08-26,2045,37,1100,190,1880,2515,58,401,12140,1648,162,2573,1041,404,7613,433,763,4044,138,2606,32887,755,15914,429,1250,386,98,1481,2373,1840,1840,8987,3717,132,1071,167679,902,442,3259,8163,337,51,5311,10733,605,604,4463,1927,12532,732,4896,37
2020-08-27,2076,37,1111,198,1890,2527,58,403,12365,1673,162,2628,1044,412,7622,438,778,4076,139,2630,32887,764,15921,431,1271,391,98,1488,2399,1855,1855,9008,3722,132,1091,168749,910,444,3266,8186,343,55,5393,10868,605,604,4465,1931,12677,739,4929,37
2020-08-28,2107,37,1113,201,1905,2550,58,407,12537,1701,165,2655,1046,424,7642,447,786,4105,139,2652,32890,767,15930,432,1287,392,100,1500,2413,1859,1859,9024,3727,132,1108,169682,918,445,3277,8206,353,59,5471,10957,605,604,4465,1937,12805,756,4978,37
2020-08-29,2152,37,1119,215,1905,2568,58,407,12607,1725,167,2698,1046,428,7656,454,797,4252,141,2683,32891,769,15933,432,1302,392,104,1528,2427,1863,1863,9036,3746,132,1100,170636,921,449,3285,8217,358,62,5576,11105,605,604,4465,1942,12894,772,5007,37
2020-08-30,2162,37,1122,214,1905,2569,58,407,12683,1747,167,2709,1046,434,7658,458,799,4129,142,2692,32909,770,15937,432,1302,392,104,1533,2441,1865,1865,9049,3752,132,1113,170883,929,449,3291,8228,359,63,5604,11119,606,604,4465,1942,12937,784,5030,37
2020-08-31,2182,37,1122,215,1915,2580,58,407,12779,1754,167,2720,1048,434,7659,459,800,4139,143,2702,32957,779,15945,432,1305,397,104,1547,2473,1866,1866,9060,3755,132,1120,171430,933,451,3296,8235,361,70,5633,11187,607,605,4465,1945,13022,797,5029,37
2020-09-01,2200,37,1130,224,1931,2612,58,409,12919,1781,167,2757,1050,435,7678,464,808,4166,145,2741,32966,787,15950,432,1313,399,105,1562,2493,1871,1871,9064,3761,132,1125,172441,948,456,3312,8273,367,74,5733,11374,607,605,4466,1946,13150,814,5044,39
2020-09-02,2217,41,1142,233,1935,2641,58,410,13104,1797,169,2794,1051,443,7705,468,821,4176,148,2779,32972,790,15964,432,1336,399,109,1578,2526,1882,1882,9060,3766,133,1133,173458,966,461,3325,8300,372,75,5795,11501,608,606,4467,1952,13317,841,5065,39
2020-09-03,2233,41,1146,240,1945,2652,58,414,13296,1815,169,2807,1055,448,7724,470,835,4226,150,2803,32976,791,15971,432,1363,404,111,1586,2536,1889,1889,9077,3778,133,1136,174491,976,471,3332,8324,372,79,5868,11650,609,606,4468,1955,13493,861,5130,40
2020-09-04,2266,42,1153,245,1953,2662,58,419,13426,1837,170,2846,1055,455,7735,475,846,4248,150,2839,32982,794,15978,432,1375,404,114,1607,2558,1899,1899,9100,3789,134,1158,175427,987,478,3350,8362,382,81,5931,11750,611,606,4468,1955,13638,873,5171,40
2020-09-05,2275,42,1168,246,1953,2677,58,420,13576,1862,173,2877,1055,464,7750,480,850,4256,155,2889,32987,800,15985,432,1388,404,116,1668,2569,1903,1903,9116,3796,134,1164,176200,993,480,3362,8385,384,84,5977,11811,611,608,4468,1971,13709,882,5207,42
2020-09-06,2276,42,1168,249,1953,2678,58,422,13654,1865,173,2887,1055,477,7750,481,853,4259,156,2890,32987,803,15989,433,1389,404,117,1685,2584,1909,1909,9125,3799,134,1167,176544,996,481,3364,8390,385,85,6037,11849,611,609,4468,1972,13731,894,5221,42
2020-09-07,2276,42,1168,248,1953,2684,58,423,13697,1869,173,2907,1055,477,7771,482,853,4276,156,2897,33002,807,15991,433,1393,404,118,1687,2585,1912,1912,9133,3804,134,1170,176793,996,483,3368,8398,385,86,6044,11871,611,609,4468,1973,13758,908,5219,42
2020-09-08,2277,42,1168,252,1953,2686,58,424,13792,1896,173,2912,1059,482,7780,486,854,4298,156,2909,33016,807,15996,433,1393,407,119,1690,2585,1914,1914,9141,3807,134,1185,177218,997,484,3380,8405,389,88,6070,11915,611,609,4474,1973,13823,917,5221,42
2020-09-09,2285,42,1183,255,1978,2697,58,427,13923,1931,173,2942,1062,500,7794,494,863,4324,157,2958,33019,813,16008,433,1412,421,122,1702,2623,1921,1921,9146,3816,134,1204,178311,1013,499,3397,8433,420,91,6128,12110,615,609,4474,1977,13983,928,5251,42
2020-09-10,2301,42,1193,258,1985,2708,58,430,13930,1988,177,2975,1067,512,7807,497,876,4354,160,2990,33019,816,16014,434,1429,430,123,1713,2656,1936,1936,9166,3824,134,1207,179184,1035,503,3410,8461,407,94,6204,12326,616,613,4478,1979,14077,940,5273,42
2020-09-11,2333,42,1197,264,1991,2711,58,431,14227,2025,177,3028,1071,523,7829,499,888,4403,164,3023,33019,818,16023,434,1439,437,131,1720,2670,1949,1949,9180,3828,134,1216,180335,1044,516,3420,8505,412,96,6246,12502,616,613,4480,1985,14230,953,5288,43
2020-09-12,2350,42,1209,266,1991,2722,58,433,14332,2064,183,3040,1071,535,7829,505,899,4411,167,3047,33023,821,16027,435,1449,437,133,1728,2685,1958,1958,9196,3836,135,1218,181028,1057,526,3437,8527,415,97,6287,12600,616,613,4480,1988,14327,969,5315,44
2020-09-13,2351,42,1210,267,1991,2724,58,433,14405,2078,184,3064,1071,539,7829,509,905,4415,168,3052,33023,823,16031,436,1452,434,135,1731,2697,1971,1971,9210,3838,136,1220,181371,1060,528,3438,8541,415,99,6333,12608,616,615,4480,1988,14378,981,5322,44
2020-09-14,2355,42,1210,278,2006,2743,58,436,14451,2097,184,3077,1075,542,7855,509,905,4419,170,3060,33030,823,16034,436,1456,435,138,1738,2706,1974,1974,9219,3839,136,1224,181749,1065,542,3439,8546,419,99,6353,12642,616,617,4485,1990,14439,992,5322,44
2020-09-15,2387,42,1220,283,2015,2837,58,436,14593,2127,184,3098,1078,551,7860,519,912,4506,172,3111,33038,830,16043,438,1482,436,140,1756,2734,1979,1979,9225,3849,137,1234,182983,1074,557,3460,8564,423,100,6397,12787,616,618,4485,1996,14594,1150,5344,44
2020-09-16,2392,50,1227,293,2020,2882,58,437,14738,2151,192,3132,1081,570,7882,521,924,4555,177,3149,33042,832,16054,438,1494,439,141,1765,2756,1985,1985,9245,3855,138,1248,183915,1082,578,3472,8599,429,103,6419,12939,617,619,4487,2002,14691,1157,5371,44
2020-09-17,2401,49,1230,297,2031,2918,58,437,14826,2164,193,3158,1085,588,7893,521,930,4580,182,3180,33070,836,16057,438,1506,442,143,1782,2780,1994,1994,9260,3861,138,1250,184750,1093,582,3478,8624,434,107,6474,13086,619,619,4488,2006,14804,1166,5409,44
2020-09-18,2428,49,1238,300,2037,2947,58,437,14951,2196,195,3177,1088,599,7921,521,939,4608,184,3207,33085,841,16061,438,1524,442,146,1810,2792,2002,2002,9269,3869,138,1264,185646,1101,594,3495,8647,438,120,6536,13225,619,620,4492,2009,14893,1173,5451,45
2020-09-19,2437,49,1241,311,2037,2988,58,440,15051,2216,200,3188,1088,605,7940,525,943,4612,192,3235,33081,847,16064,438,1528,442,156,1825,2809,2015,2015,9295,3876,139,1265,186343,1108,594,3503,8672,441,120,6599,13287,619,621,4492,2013,15018,1181,5467,45
2020-09-20,2437,49,1242,314,2037,3013,58,440,15088,2218,202,3199,1088,608,7960,526,946,4615,192,3243,33087,849,16067,438,1531,442,157,1826,2810,2017,2017,9310,3879,139,1265,186543,1111,595,3506,8686,443,120,6602,13296,620,621,4492,2014,15016,1181,5477,45
2020-09-21,2439,49,1244,315,2049,3019,58,441,15127,2233,202,3212,1097,609,7985,529,948,4623,193,3247,33092,851,16069,438,1531,452,160,1838,2810,2021,2021,9317,3883,140,1284,186868,1112,601,3512,8693,447,120,6604,13317,621,627,4495,2018,15056,1197,5478,45
2020-09-22,2457,49,1251,320,2070,3058,58,443,15229,2261,202,3243,1099,613,8002,532,962,4635,196,3286,33090,854,16076,438,1546,461,163,1867,2846,2031,2031,9328,3895,140,1293,187747,1119,614,3520,8722,451,120,6673,13416,621,628,4496,2025,15189,1209,5498,45
2020-09-23,2488,50,1259,322,2081,3087,58,444,15372,2277,202,3262,1102,617,8038,538,970,4687,203,3316,33090,857,16082,438,1556,462,165,1938,2870,2037,2037,9347,3902,140,1298,188804,1124,620,3530,8744,454,122,6769,13618,621,629,4497,2030,15291,1229,5525,45